0, 2.748848, -0.516661, -56.683853, none, -1;
1, 2.944072, -0.769979, -53.262382, none, -1;
2, 3.158273, -1.028499, -50.906103, none, -1;
3, 3.389908, -1.224210, -50.566500, none, -1;
4, 3.614716, -1.467983, -48.811831, none, -1;
5, 3.857234, -1.683163, -49.179210, none, -1;
6, 4.106515, -1.888136, -48.534313, none, -1;
7, 4.328521, -2.151231, -47.701348, none, -1;
8, 4.696771, -2.571205, -51.048591, none, -1;
9, 4.892066, -2.828973, -48.734134, none, -1;
10, 5.097884, -3.074203, -47.343818, none, -1;
11, 5.515319, -3.523036, -50.492624, none, -1;
12, 5.721185, -3.742102, -46.918936, none, -1;
13, 5.945805, -3.970364, -41.073493, none, -1;
14, 6.150950, -4.191268, -70.859606, none, -1;
15, 6.164963, -4.303674, -103.259018, none, -1;
16, 6.088248, -4.442082, -134.459609, none, -1;
17, 5.830640, -4.681599, -138.803446, none, -1;
18, 5.555235, -4.912528, -139.844326, none, -1;
19, 5.314590, -5.102977, -139.770983, none, -1;
20, 5.083280, -5.297082, -138.951565, none, -1;
21, 4.900322, -5.456288, -100.505530, none, -1;
22, 4.896468, -5.400254, -68.724243, none, -1;
23, 4.900770, -5.397522, -48.368651, table 00001, -1;
24, 4.892937, -5.418614, -37.029966, none, -1;
25, 4.933968, -5.449725, -6.789418, none, -1;
26, 5.058408, -5.425415, 23.968404, none, -1;
27, 5.315677, -5.224590, 44.960345, none, -1;
28, 5.541536, -5.001556, 45.960561, none, -1;
29, 5.774120, -4.787801, 42.251680, none, -1;
30, 6.001181, -4.587038, 41.318898, none, -1;
31, 6.258730, -4.391281, 41.684733, none, -1;
32, 6.640423, -4.086134, 39.499346, none, -1;
33, 6.973704, -3.808921, 42.920086, none, -1;
34, 7.203031, -3.611676, 43.433251, none, -1;
35, 7.327230, -3.469442, 75.616437, none, -1;
36, 7.344649, -3.448370, 119.324511, none, -1;
37, 7.343317, -3.445651, 132.074535, table 00002, -1;
38, 7.326096, -3.439479, 149.825199, none, -1;
39, 7.290012, -3.439031, -173.166087, none, -1;
40, 7.143354, -3.522495, -139.344479, none, -1;
41, 6.927227, -3.754668, -131.520197, none, -1;
42, 6.716601, -3.998479, -131.398592, none, -1;
43, 6.500510, -4.213384, -134.141787, none, -1;
44, 6.310135, -4.313355, -174.541673, none, -1;
45, 6.198552, -4.282939, 154.720286, none, -1;
46, 5.965468, -4.059239, 127.119478, none, -1;
47, 5.789571, -3.809198, 126.363499, none, -1;
48, 5.613868, -3.548308, 127.637111, none, -1;
49, 5.410568, -3.280342, 126.199711, none, -1;
50, 5.208807, -3.018726, 128.863034, none, -1;
51, 4.985688, -2.765798, 132.392070, none, -1;
52, 4.741798, -2.486805, 133.978887, none, -1;
53, 4.517450, -2.245519, 136.172320, none, -1;
54, 4.259627, -1.997533, 137.765161, none, -1;
55, 3.991152, -1.732069, 136.162881, none, -1;
56, 3.757376, -1.478895, 134.813167, none, -1;
57, 3.510472, -1.240301, 135.904317, none, -1;
58, 3.292876, -0.950272, 134.838781, none, -1;
59, 3.043880, -0.703432, 134.006891, none, -1;
60, 2.818482, -0.434033, 134.536053, none, -1;
61, 2.582150, -0.179203, 131.974705, none, -1;
62, 2.393985, 0.054854, 133.397624, none, -1;
63, 2.300997, 0.130685, 164.847681, none, -1;
64, 2.252674, 0.139115, -161.465467, none, -1;
65, 1.979407, -0.064270, -138.021253, none, -1;
66, 1.725573, -0.266734, -138.160151, none, -1;
67, 1.475832, -0.447566, -138.712891, none, -1;
68, 1.240294, -0.634156, -137.332100, none, -1;
69, 1.007916, -0.860683, -136.369918, none, -1;
70, 0.828154, -1.006058, -132.233856, table 00003, -1;
71, 0.896802, -0.972943, -170.730332, none, -1;
72, 0.969882, -0.978456, 151.534085, none, -1;
73, 0.975523, -0.994230, 119.882155, none, -1;
74, 0.969272, -0.984713, 85.956449, none, -1;
75, 0.968511, -0.991509, 55.647293, none, -1;
76, 1.221561, -0.769651, 36.480928, none, -1;
77, 1.464458, -0.581487, 37.417470, none, -1;
78, 1.751088, -0.345490, 38.268081, none, -1;
79, 2.019642, -0.116411, 42.495798, none, -1;
80, 2.253231, 0.083343, 40.782865, none, -1;
81, 2.347960, 0.200939, 75.058130, none, -1;
82, 2.339051, 0.252402, 108.698677, none, -1;
83, 2.150186, 0.486133, 134.641470, none, -1;
84, 1.919807, 0.736100, 131.989868, none, -1;
85, 1.699417, 0.990792, 131.192703, none, -1;
86, 1.490941, 1.238131, 131.056823, none, -1;
87, 1.290718, 1.469636, 128.488330, none, -1;
88, 1.212828, 1.596106, 96.982047, none, -1;
89, 1.223270, 1.687426, 63.333885, none, -1;
90, 1.451551, 1.913235, 44.280472, none, -1;
91, 1.694295, 2.145933, 37.342376, none, -1;
92, 1.942285, 2.341988, 37.679835, none, -1;
93, 2.158232, 2.525936, 6.879571, none, -1;
94, 2.178638, 2.528409, -12.731183, table 00004, -1;
95, 2.180100, 2.532691, -27.317490, none, -1;
96, 2.185537, 2.540945, -61.110864, none, -1;
97, 2.191944, 2.561038, -98.374702, none, -1;
98, 2.150979, 2.516077, -132.789669, none, -1;
99, 1.906647, 2.329157, -146.552050, none, -1;
100, 1.650870, 2.141400, -143.529500, none, -1;
101, 1.408832, 1.963604, -143.302027, none, -1;
102, 1.149871, 1.789436, -146.551476, none, -1;
103, 0.942313, 1.661568, 177.360410, none, -1;
104, 0.916698, 1.677772, 145.958219, none, -1;
105, 0.725045, 1.909984, 127.467326, none, -1;
106, 0.504411, 2.145992, 141.065604, none, -1;
107, 0.219939, 2.282139, 161.518579, none, -1;
108, -0.086464, 2.354739, 167.617815, none, -1;
109, -0.400733, 2.404377, 172.850969, none, -1;
110, -0.724772, 2.414282, -177.942288, none, -1;
111, -1.049188, 2.388369, -170.113060, none, -1;
112, -1.335643, 2.298769, -158.133496, none, -1;
113, -1.617653, 2.135738, -146.855815, none, -1;
114, -1.872163, 1.974366, -143.869752, none, -1;
115, -1.933593, 1.930548, -141.991901, table 00005, -1;
116, -1.956562, 1.903752, -111.391868, none, -1;
117, -1.962515, 1.928699, -73.981303, none, -1;
118, -1.964692, 1.947114, -41.203721, none, -1;
119, -1.934111, 1.922660, -5.607867, none, -1;
120, -1.816723, 1.951917, 26.608153, none, -1;
121, -1.524780, 2.139910, 34.286836, none, -1;
122, -1.255252, 2.288065, 24.714430, none, -1;
123, -0.960985, 2.378692, 9.352125, none, -1;
124, -0.656163, 2.389841, -4.005955, none, -1;
125, -0.347804, 2.333021, -13.817966, none, -1;
126, -0.037093, 2.255049, -15.920319, none, -1;
127, 0.255749, 2.165894, -17.807102, none, -1;
128, 0.558446, 2.048894, -23.871165, none, -1;
129, 0.847351, 1.907414, -27.360440, none, -1;
130, 1.099169, 1.702218, -39.261058, none, -1;
131, 1.327721, 1.456505, -48.149890, none, -1;
132, 1.543023, 1.206833, -49.106328, none, -1;
133, 1.740728, 0.962442, -49.088252, none, -1;
134, 1.958460, 0.715720, -49.076992, none, -1;
135, 2.170010, 0.471960, -48.191209, none, -1;
136, 2.396775, 0.231153, -46.334627, none, -1;
