0, 0.067376, -0.135491, -2.033453, home, -1;
1, 0.041432, -0.130183, -28.383452, none, -1;
2, 0.084617, -0.157531, -61.408346, none, -1;
3, 0.132351, -0.370574, -93.951670, none, -1;
4, 0.086535, -0.698347, -96.857717, none, -1;
5, 0.042791, -1.015527, -93.672247, none, -1;
6, 0.014481, -1.327249, -91.828383, none, -1;
7, 0.003726, -1.745480, -89.825075, none, -1;
8, 0.006369, -2.066608, -90.593935, none, -1;
9, -0.013849, -2.384182, -92.458700, none, -1;
10, -0.028955, -2.924264, -92.101515, none, -1;
11, -0.042430, -3.246714, -90.561669, none, -1;
12, -0.049785, -3.637743, -88.394983, none, -1;
13, -0.054061, -4.006191, -87.621287, none, -1;
14, -0.071918, -4.345158, -89.775665, none, -1;
15, -0.106495, -4.953749, -94.231332, none, -1;
16, -0.150903, -5.415012, -95.119940, none, -1;
17, -0.179409, -5.764107, -95.154336, none, -1;
18, -0.217404, -6.225827, -95.195188, none, -1;
19, -0.252473, -6.608806, -94.456175, none, -1;
20, -0.281526, -6.915070, -95.372062, none, -1;
21, -0.318851, -7.434844, -95.730743, none, -1;
22, -0.372144, -7.872156, -97.376204, none, -1;
23, -0.409708, -8.181768, -96.489379, none, -1;
24, -0.429386, -8.537290, -92.870171, none, -1;
25, -0.469437, -9.122219, -93.134861, none, -1;
26, -0.485744, -9.490468, -94.879093, none, -1;
27, -0.520949, -9.848363, -96.757710, none, -1;
28, -0.576642, -10.344903, -95.719016, none, -1;
29, -0.605523, -10.667047, -94.960660, none, -1;
30, -0.643326, -11.026370, -93.320670, none, -1;
31, -0.653683, -11.565761, -89.202434, none, -1;
32, -0.659148, -11.913184, -90.083761, none, -1;
33, -0.654705, -12.227506, -89.346271, none, -1;
34, -0.624255, -12.694468, -86.652780, none, -1;
35, -0.593517, -13.047268, -86.524536, none, -1;
36, -0.588353, -13.352249, -88.457131, none, -1;
37, -0.590338, -13.797370, -92.789329, none, -1;
38, -0.607110, -14.115862, -93.782022, none, -1;
39, -0.631986, -14.477276, -93.930066, none, -1;
40, -0.666373, -14.877757, -93.229521, none, -1;
41, -0.684006, -15.204025, -91.803084, none, -1;
42, -0.696780, -15.593405, -92.843916, none, -1;
43, -0.711400, -15.916628, -92.794458, none, -1;
44, -0.721812, -16.225843, -91.749323, none, -1;
45, -0.733604, -16.579601, -91.852309, none, -1;
46, -0.751369, -16.916695, -87.927709, none, -1;
47, -0.725456, -17.251974, -81.352539, none, -1;
48, -0.699862, -17.557545, -83.118396, none, -1;
49, -0.602337, -17.773808, -45.733092, none, -1;
50, -0.401883, -17.880245, -12.568896, none, -1;
51, -0.097241, -17.908772, -3.169662, none, -1;
52, 0.223797, -17.938957, -1.753881, none, -1;
53, 0.528941, -17.951908, -1.625015, none, -1;
54, 0.874759, -17.967707, -0.896030, none, -1;
55, 1.197456, -17.956406, -1.458444, none, -1;
56, 1.507640, -17.969736, -1.628908, none, -1;
57, 1.826493, -17.989092, -2.526708, none, -1;
58, 2.138062, -18.001938, -1.752773, none, -1;
59, 2.473026, -18.009151, 2.319243, none, -1;
60, 2.754290, -17.919847, 32.951216, none, -1;
61, 2.901116, -17.724201, 63.704129, none, -1;
62, 2.984343, -17.424948, 84.003363, none, -1;
63, 3.011957, -17.098110, 90.068284, none, -1;
64, 3.005478, -16.790848, 91.829284, none, -1;
65, 2.984783, -16.477600, 91.134996, none, -1;
66, 2.994346, -16.139412, 89.272567, none, -1;
