0, 3.524559, 3.053670, 93.538307, home, -1;
1, 3.518191, 3.082479, 110.538320, none, -1;
2, 3.491804, 3.110491, 143.556151, none, -1;
3, 3.467459, 3.113113, 174.152421, none, -1;
4, 3.144736, 3.082653, -178.508770, none, -1;
5, 2.790317, 3.062849, -175.187385, none, -1;
6, 2.442119, 3.032315, -175.261042, none, -1;
7, 2.095509, 3.010008, -174.482824, none, -1;
8, 1.734796, 2.976086, -173.876932, none, -1;
9, 1.386535, 2.943948, -174.292180, none, -1;
10, 1.071666, 2.918404, -173.501230, none, -1;
11, 0.766127, 2.891331, -175.567772, none, -1;
12, 0.367702, 2.861073, -174.938097, none, -1;
13, 0.063754, 2.852620, -175.190158, none, -1;
14, -0.294791, 2.849035, -176.502716, none, -1;
15, -0.600722, 2.834559, -174.994296, none, -1;
16, -0.605746, 2.833638, 147.320473, none, -1;
17, -0.586233, 2.831563, 114.576724, none, -1;
18, -0.614924, 3.149896, 96.623510, none, -1;
19, -0.653142, 3.452345, 97.129422, none, -1;
20, -0.682492, 3.769254, 96.404814, none, -1;
21, -0.730161, 4.099335, 96.910241, none, -1;
22, -0.764744, 4.429461, 95.722041, none, -1;
23, -0.793540, 4.797406, 95.826304, none, -1;
24, -0.834188, 5.163592, 96.564265, none, -1;
25, -0.873762, 5.474271, 98.812162, none, -1;
26, -0.899323, 5.793092, 97.404720, none, -1;
27, -0.934951, 6.092329, 99.946930, none, -1;
28, -0.956836, 6.255002, 130.075120, none, -1;
29, -1.034188, 6.298333, 164.662692, none, -1;
30, -1.338788, 6.256642, -168.378042, none, -1;
31, -1.655249, 6.201302, -169.735023, none, -1;
32, -1.967004, 6.159265, -171.816728, none, -1;
33, -2.279735, 6.143332, -175.381008, none, -1;
34, -2.395514, 6.139012, -138.012674, none, -1;
35, -2.411040, 6.125528, -106.484828, none, -1;
36, -2.416921, 6.130248, -82.575198, table 00001, -1;
37, -2.437805, 6.117647, -140.602299, none, -1;
38, -2.449440, 6.120033, -172.154918, none, -1;
39, -2.475741, 6.127347, 150.154879, none, -1;
40, -2.500477, 6.131122, 113.569455, none, -1;
41, -2.506174, 6.117329, 97.487126, table 00002, -1;
42, -2.507289, 6.123264, 147.638487, none, -1;
43, -2.500514, 6.122228, 177.783950, none, -1;
44, -2.825984, 6.102798, -173.631127, none, -1;
45, -3.160039, 6.059590, -171.730353, none, -1;
46, -3.484616, 6.004986, -168.973634, none, -1;
47, -3.800862, 5.980403, -171.786907, none, -1;
48, -4.137672, 5.951172, -172.271987, none, -1;
49, -4.231186, 5.975444, -141.456810, none, -1;
50, -4.232303, 5.984278, -103.891050, none, -1;
51, -4.236769, 5.985259, -85.303325, table 00003, -1;
52, -4.232037, 5.995772, -136.303323, none, -1;
53, -4.249390, 6.007249, -170.677056, none, -1;
54, -4.280479, 6.023797, 152.020408, none, -1;
55, -4.281558, 6.021922, 114.468786, none, -1;
56, -4.290967, 6.023760, 95.989798, table 00004, -1;
57, -4.290924, 6.023741, 84.089792, none, -1;
58, -4.299273, 6.013980, 52.316377, none, -1;
59, -4.295676, 6.019650, 21.745171, none, -1;
60, -3.961702, 6.063504, 4.647635, none, -1;
61, -3.620155, 6.108623, 5.426935, none, -1;
62, -3.318891, 6.141136, 5.361167, none, -1;
63, -3.011906, 6.189289, 9.504526, none, -1;
64, -2.673550, 6.243459, 9.882343, none, -1;
65, -2.323990, 6.308079, 7.975599, none, -1;
66, -2.023988, 6.334047, 5.875855, none, -1;
67, -1.716431, 6.342858, 7.720045, none, -1;
68, -1.416532, 6.378613, 8.355889, none, -1;
69, -1.240808, 6.377429, -23.942658, none, -1;
70, -1.174858, 6.319113, -59.460512, none, -1;
71, -1.083053, 5.990999, -77.807247, none, -1;
72, -1.030119, 5.677850, -79.748674, none, -1;
73, -0.962204, 5.374711, -78.198180, none, -1;
74, -0.927267, 5.052215, -83.069792, none, -1;
75, -0.858488, 4.713525, -81.340183, none, -1;
76, -0.826875, 4.390910, -80.293464, none, -1;
77, -0.771116, 4.074370, -81.439146, none, -1;
78, -0.732220, 3.745438, -83.093206, none, -1;
79, -0.740101, 3.425858, -85.598663, none, -1;
80, -0.695497, 3.154545, -55.167083, none, -1;
81, -0.677079, 3.113412, -23.211146, none, -1;
82, -0.359329, 3.099221, 2.996608, none, -1;
83, -0.033672, 3.114676, 4.459914, none, -1;
84, 0.282368, 3.118088, 2.375155, none, -1;
85, 0.629765, 3.119703, 1.939015, none, -1;
86, 0.965575, 3.121520, 1.647349, none, -1;
87, 1.270948, 3.104857, 2.559465, none, -1;
88, 1.632058, 3.097058, 1.352765, none, -1;
89, 1.963174, 3.087633, 1.469536, none, -1;
90, 2.287809, 3.082050, 0.348410, none, -1;
91, 2.597553, 3.081974, 0.179680, none, -1;
92, 2.918173, 3.087486, 3.433948, none, -1;
93, 3.224497, 3.109811, 7.485696, none, -1;
94, 3.504160, 3.104644, 44.144937, none, -1;
95, 3.492458, 3.106991, 76.521102, none, -1;
96, -4.265482, 6.045491, 135.192598, none, -1;
97, -4.289910, 6.046167, 166.401344, none, -1;
98, -4.593565, 5.995332, -169.066839, none, -1;
99, -4.905034, 5.951806, -173.775654, none, -1;
100, -5.104922, 5.945479, 154.206793, none, -1;
101, -5.114242, 5.952502, 141.113662, table 00005, -1;
102, -5.106378, 5.948639, -173.836319, none, -1;
103, -5.140719, 5.961915, -140.841506, none, -1;
104, -5.306698, 5.659352, -116.070459, none, -1;
105, -5.496834, 5.351675, -121.426816, none, -1;
106, -5.699117, 5.080918, -124.798211, none, -1;
107, -5.894313, 4.836581, -126.114238, none, -1;
108, -6.084907, 4.592813, -125.576129, none, -1;
109, -6.296137, 4.359851, -129.831569, none, -1;
110, -6.483428, 4.190761, -161.590487, none, -1;
111, -6.498364, 4.181622, -173.453924, table 00006, -1;
112, -6.476157, 4.202317, -127.173491, none, -1;
113, -6.496044, 4.206690, -90.334129, none, -1;
114, -6.477243, 4.197464, -59.024391, none, -1;
115, -6.232329, 3.946489, -40.013912, none, -1;
116, -5.942132, 3.693849, -40.601028, none, -1;
117, -5.702222, 3.486687, -41.429622, none, -1;
