0, -0.504839, -0.547222, 111.235423, home, -1;
1, -0.730849, -0.281216, 139.062228, none, -1;
2, -1.032191, -0.113346, 155.743394, none, -1;
3, -1.347690, -0.025935, 163.094085, none, -1;
4, -1.680394, 0.023365, 164.992672, none, -1;
5, -1.976028, 0.085310, 161.983646, none, -1;
6, -2.255118, 0.202063, 150.042399, none, -1;
7, -2.495278, 0.382045, 132.422669, none, -1;
8, -2.706096, 0.634465, 120.164980, none, -1;
9, -2.870500, 0.903960, 117.970358, none, -1;
10, -3.011154, 1.171595, 115.530068, none, -1;
11, -3.042403, 1.221177, 112.250949, table 00001, -1;
12, -3.049977, 1.270630, 84.200899, none, -1;
13, -3.054245, 1.274738, 52.694517, none, -1;
14, -3.074966, 1.288971, 18.567251, none, -1;
15, -3.086773, 1.287684, -12.290788, none, -1;
16, -3.088230, 1.279829, -43.936619, none, -1;
17, -2.944154, 1.004345, -67.170601, none, -1;
18, -2.832761, 0.715370, -67.362631, none, -1;
19, -2.652342, 0.465375, -39.585355, none, -1;
20, -2.356281, 0.332893, -18.453843, none, -1;
21, -2.003308, 0.204196, -14.569950, none, -1;
22, -1.702602, 0.100951, -16.638464, none, -1;
23, -1.404851, -0.034814, -21.863338, none, -1;
24, -1.111452, -0.209562, -36.552246, none, -1;
25, -0.900889, -0.441433, -55.300330, none, -1;
26, -0.759800, -0.606828, -24.778096, none, -1;
27, -0.715632, -0.610824, 6.984977, none, -1;
28, -0.726329, -0.631591, 44.889513, none, -1;
29, -0.726192, -0.643555, 80.739236, none, -1;
30, -0.719354, -0.645868, 113.126524, none, -1;
end
